地区,名称,地址,级别
内蒙古,乌海市海勃湾区乌海煤炭博物馆,内蒙古自治区乌海市海勃湾区海北大街东神华墨玉广场内,无级别
内蒙古,阿拉善右旗博物馆,内蒙古自治区阿拉善盟阿右旗巴丹吉林省镇,无级别
内蒙古,额济纳博物馆,内蒙古自治区阿拉善盟额济纳旗居延大道,无级别
内蒙古,二连市恐龙博物馆,内蒙古自治区锡林郭勒盟二连浩特市,无级别
内蒙古,托克托县博物馆,内蒙古自治区托克托县双河镇东胜大街,无级别
内蒙古,昭君博物院匈奴文化博物馆,内蒙古自治区呼市南呼清九公里处昭君博物院内,无级别
内蒙古,内蒙古师范大学博物馆,内蒙古自治区呼和浩特市昭乌达路295号,无级别
内蒙古,内蒙古警察博物馆,内蒙古自治区呼和浩特市新城区海拉尔大街15号,无级别
内蒙古,内蒙古大学民族博物馆,内蒙古自治区呼和浩特市赛罕区大学西路235号,无级别
内蒙古,内蒙古国际蒙医蒙药博物馆,内蒙古自治区呼和浩特市赛罕区大学东路83号,无级别
内蒙古,敕勒川博物馆,内蒙古自治区包头市土默特右旗工业大街敕勒川博物馆,无级别
内蒙古,美岱召博物馆,内蒙古自治区包头市土默特右旗美岱召博物馆,无级别
内蒙古,美岱桥民俗馆,内蒙古自治区包头市土默特右旗苏波盖乡美岱桥村,无级别
内蒙古,达茂旗博物馆,内蒙古自治区包头市达茂旗百灵庙镇广福寺大街草原文化宫,无级别
内蒙古,海拉尔区博物馆,内蒙古自治区海拉尔区哈萨尔桥西侧,无级别
内蒙古,哈克遗址博物馆,内蒙古自治区海拉尔区哈克镇哈克村,无级别
内蒙古,海拉尔要塞遗址博物馆,内蒙古自治区海拉尔北山要塞遗址,无级别
内蒙古,牙克石中东铁路遗址博物馆,内蒙古自治区牙克石市博克图镇,无级别
内蒙古,牙克石大兴安岭生态博物馆,内蒙古自治区牙克石市乌尔其汗镇,无级别
内蒙古,锡尼河布里亚特博物馆,内蒙古自治区鄂温克族自治旗锡泥河东苏木,无级别
内蒙古,巴彦托海历史民俗陈列馆,内蒙古自治区鄂温克族自治旗巴彦托海镇,无级别
内蒙古,巴彦塔拉达斡尔民族乡达斡尔民俗博物馆,内蒙古自治区鄂温克族自治旗巴彦塔拉达斡尔民族乡,无级别
内蒙古,音河达斡尔鄂温克民族乡民俗博物馆,内蒙古自治区音河达斡尔鄂温克民族乡富吉村,无级别
内蒙古,诺门罕战役遗址陈列馆,内蒙古自治区呼伦贝尔市新巴尔虎左旗查干诺尔嘎查,无级别
内蒙古,新巴尔虎左旗博物馆,内蒙古自治区呼伦贝尔市新巴尔虎左旗阿木古郎镇,无级别
内蒙古,新巴尔虎右旗思歌腾博物馆,内蒙古自治区新巴尔虎右旗克尔伦大街南段,无级别
内蒙古,额尔古纳民族博物馆,内蒙古自治区额尔古纳市哈撒尔路215号,无级别
内蒙古,额尔古纳恩和俄罗斯民族博物馆,内蒙古自治区额尔古纳市恩和俄罗斯族民族乡,无级别
内蒙古,根河市博物馆,内蒙古自治区根河市敖鲁古雅乡,无级别
内蒙古,敖鲁古雅鄂温克族驯鹿文化博物馆,内蒙古自治区根河市敖鲁古雅乡,无级别
内蒙古,扎赉诺尔蒸汽机车博物馆,内蒙古自治区满洲里市扎赉诺尔新区,无级别
内蒙古,扎兰屯市伪兴安东省历史陈列馆,内蒙古自治区扎兰屯市铁路小学对过,无级别
内蒙古,成吉思汗镇东德胜村史陈列馆,内蒙古自治区扎兰屯市成吉思汗镇东德胜村,无级别
内蒙古,达斡尔民俗博物馆,内蒙古自治区扎兰屯市达斡尔民族乡,无级别
内蒙古,萨马街鄂温克民俗博物馆,内蒙古自治区扎兰屯市萨马街鄂温克民族乡,无级别
内蒙古,扎兰屯市鄂伦春民俗博物馆,内蒙古自治区扎兰屯市楠木乡,无级别
内蒙古,满洲里市沙俄监狱陈列馆,内蒙古自治区满洲里市南区三道街与四道街之间，天桥路西,无级别
内蒙古,莫旗腾克达斡尔族民俗陈列馆,内蒙古自治区莫旗腾克镇民俗村,无级别
内蒙古,科尔沁右翼中旗非物质文化博物馆,内蒙古自治区科右中旗巴彦胡硕镇,无级别
内蒙古,绰尔河农耕博物馆,内蒙古自治区扎赉特旗好力保乡永兴村,无级别
内蒙古,开鲁县博物馆,内蒙古自治区通辽市开鲁县开鲁镇和平街白塔公园内,无级别
内蒙古,库伦旗安代博物馆,内蒙古自治区通辽市库伦旗库伦镇东梁新区,无级别
内蒙古,扎鲁特旗乌力格尔博物馆,内蒙古自治区通辽市扎鲁特旗泰山大街中段,无级别
内蒙古,林西县博物馆,内蒙古自治区林西县林西镇松漠大街21号,无级别
内蒙古,克什克腾旗博物馆,内蒙古自治区克什克腾旗经棚镇,无级别
内蒙古,翁牛特旗博物馆,内蒙古自治区赤峰市翁牛特旗乌丹镇清泉路与滨水街交汇处,无级别
内蒙古,红山文化专题博物馆,内蒙古自治区赤峰市红山区三中街居委会新华路东,无级别
内蒙古,锡林郭勒盟博物馆,内蒙古自治区锡林浩特市新区盟党政大楼对面,无级别
内蒙古,苏尼特左旗博物馆,内蒙古自治区苏尼特左旗满都拉图镇满达拉街,无级别
内蒙古,阿巴嘎旗博物馆,内蒙古自治区锡林郭勒盟阿巴嘎旗别力古台镇,无级别
内蒙古,西乌珠穆沁旗男儿三艺博物馆,内蒙古自治区西乌旗巴拉嘎尔高勒镇,无级别
内蒙古,正镶白旗博物馆,内蒙古自治区锡林郭勒盟正镶白旗明安图镇阿拉腾嘎达苏南路东侧,无级别
内蒙古,乌珠穆沁博物馆,内蒙古自治区锡林郭勒盟东乌珠穆沁旗乌里雅斯太镇道勒德西街,无级别
内蒙古,苏尼特王府博物馆,内蒙古自治区苏尼特右旗朱日和镇乌苏图敖包,无级别
内蒙古,凉城县贺龙革命活动旧址,内蒙古自治区凉城县岱海镇井沟村,无级别
内蒙古,四子王旗博物馆,内蒙古自治区四子王旗新华街75号,无级别
内蒙古,察右中旗博物馆,内蒙古自治区察右中旗科布尔镇镶蓝大街,无级别
内蒙古,集宁区察哈尔民俗博物馆,内蒙古自治区集宁区生态大道西兴工路北侧,无级别
内蒙古,商都县古驿七台民俗历史博物馆,内蒙古自治区商都县南湖湿地公园,无级别
内蒙古,察右后旗民族博物馆,内蒙古自治区察右后旗白音察干镇杭宁达莱生态园区,无级别
内蒙古,鄂尔多斯革命历史博物馆,内蒙古自治区鄂尔多斯市东胜区达拉特北路4号,无级别
内蒙古,杭锦旗综合博物馆,内蒙古自治区杭锦旗锡尼镇广场南,无级别
内蒙古,杭锦旗沙日特莫图博物馆,内蒙古自治区杭锦旗伊和乌素苏木巴音乌素嘎查,无级别
内蒙古,达拉特博物馆,内蒙古自治区达拉特旗迎宾大街和平路,无级别
